date,unit_sales,year,month,day,day_of_week,quarter,week_of_year,is_weekend,is_month_start,is_month_end,lag_1,lag_7,lag_14,lag_30,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,oil_price_interpolated,oil_lag_1,oil_rolling_7d_mean,is_national_holiday,is_regional_holiday,is_local_holiday
2013-02-01,401.0,2013,2,1,4,1,5,0,1,0,282.0,389.0,60.0,582.0,454.57142857142856,497.07142857142856,520.8333333333334,154.05935776279742,97.46,97.65,96.37857142857145,0,0,0
2013-02-02,775.0,2013,2,2,5,1,5,1,0,0,401.0,697.0,667.0,310.0,456.2857142857143,521.4285714285714,514.8,153.2728659240484,97.46,97.46,96.70857142857142,0,0,0
2013-02-03,855.0,2013,2,3,6,1,5,1,0,0,775.0,616.0,1090.0,338.0,467.42857142857144,529.1428571428571,530.3,174.98653009384927,97.46,97.46,97.03857142857143,0,0,0
2013-02-04,411.0,2013,2,4,0,1,6,0,0,0,855.0,318.0,760.0,654.0,501.57142857142856,512.3571428571429,547.5333333333333,224.9813748904984,96.21,97.46,97.36857142857143,0,0,0
2013-02-05,272.0,2013,2,5,1,1,6,0,0,0,411.0,393.0,461.0,979.0,514.8571428571429,487.42857142857144,539.4333333333333,214.85221942180658,96.68,96.21,97.40571428571427,0,0,0
2013-02-06,461.0,2013,2,6,2,1,6,0,0,0,272.0,487.0,413.0,541.0,497.57142857142856,473.92857142857144,515.8666666666667,230.58176940285696,96.44,96.68,97.27142857142857,0,0,0
2013-02-07,397.0,2013,2,7,3,1,6,0,0,0,461.0,282.0,326.0,434.0,493.85714285714283,477.35714285714283,513.2,230.98948646452024,95.84,96.44,97.05142857142857,0,0,0
2013-02-08,226.0,2013,2,8,4,1,6,0,0,0,397.0,401.0,389.0,593.0,510.2857142857143,482.42857142857144,511.96666666666664,217.0811785835843,95.71,95.84,96.79285714285713,0,0,0
2013-02-09,377.0,2013,2,9,5,1,6,1,0,0,226.0,775.0,697.0,700.0,485.2857142857143,470.7857142857143,499.73333333333335,240.5706509432063,95.71,95.71,96.54285714285716,0,0,0
2013-02-10,356.0,2013,2,10,6,1,6,1,0,0,377.0,855.0,616.0,726.0,428.42857142857144,447.92857142857144,488.96666666666664,205.10473515000143,95.71,95.71,96.29285714285713,0,0,0
2013-02-11,407.0,2013,2,11,0,1,7,0,0,0,356.0,411.0,318.0,631.0,357.14285714285717,429.35714285714283,476.6333333333333,81.77087617529837,97.01,95.71,96.04285714285713,1,0,0
2013-02-12,469.0,2013,2,12,1,1,7,0,0,0,407.0,272.0,393.0,679.0,356.57142857142856,435.7142857142857,469.1666666666667,81.34465182759202,97.48,97.01,96.15714285714286,1,0,0
2013-02-13,277.0,2013,2,13,2,1,7,0,0,0,469.0,461.0,487.0,683.0,384.7142857142857,441.14285714285717,462.1666666666667,81.2869696111944,97.03,97.48,96.27142857142857,0,0,0
2013-02-14,280.0,2013,2,14,3,1,7,0,0,0,277.0,397.0,282.0,547.0,358.42857142857144,426.14285714285717,448.6333333333333,82.25135691455493,97.3,97.03,96.35571428571428,0,0,0
2013-02-15,304.0,2013,2,15,4,1,7,0,0,0,280.0,226.0,401.0,265.0,341.7142857142857,426.0,439.73333333333335,84.95040569986233,95.95,97.3,96.56428571428572,0,0,0
2013-02-16,576.0,2013,2,16,5,1,7,1,0,0,304.0,377.0,775.0,4.0,352.85714285714283,419.07142857142856,441.03333333333336,71.25407256531125,95.95,95.95,96.59857142857142,0,0,0
2013-02-17,395.0,2013,2,17,6,1,7,1,0,0,576.0,356.0,855.0,60.0,381.2857142857143,404.85714285714283,460.1,111.06711827496277,95.95,95.95,96.63285714285715,0,0,0
2013-02-18,417.0,2013,2,18,0,1,8,0,0,0,395.0,407.0,411.0,667.0,386.85714285714283,372.0,471.26666666666665,110.56435316355811,96.32,95.95,96.66714285714285,0,0,0
2013-02-19,244.0,2013,2,19,1,1,8,0,0,0,417.0,469.0,272.0,1090.0,388.2857142857143,372.42857142857144,462.93333333333334,110.93198259250835,96.69,96.32,96.56857142857143,0,0,0
2013-02-20,339.0,2013,2,20,2,1,8,0,0,0,244.0,277.0,461.0,760.0,356.14285714285717,370.42857142857144,434.73333333333335,116.12267733081241,94.92,96.69,96.45571428571428,0,0,0
2013-02-21,457.0,2013,2,21,3,1,8,0,0,0,339.0,280.0,397.0,461.0,365.0,361.7142857142857,420.7,111.3463066293615,92.79,94.92,96.15428571428572,0,0,0
2013-02-22,186.0,2013,2,22,4,1,8,0,0,0,457.0,304.0,226.0,413.0,390.2857142857143,366.0,420.56666666666666,108.89706804396181,93.12,92.79,95.50999999999999,0,0,0
2013-02-23,497.0,2013,2,23,5,1,8,1,0,0,186.0,576.0,377.0,326.0,373.42857142857144,363.14285714285717,413.0,131.30734574889118,93.12,93.12,95.10571428571428,0,0,0
2013-02-24,509.0,2013,2,24,6,1,8,1,0,0,497.0,395.0,356.0,389.0,362.14285714285717,371.7142857142857,418.7,113.13182365634046,93.12,93.12,94.70142857142856,0,0,0
2013-02-25,441.0,2013,2,25,0,1,9,0,0,0,509.0,417.0,407.0,697.0,378.42857142857144,382.64285714285717,422.7,126.11087336527406,92.74,93.12,94.29714285714286,0,0,0
2013-02-26,550.0,2013,2,26,1,1,9,0,0,0,441.0,244.0,469.0,616.0,381.85714285714283,385.07142857142856,414.1666666666667,127.65112425595528,92.63,92.74,93.78571428571429,0,0,0
2013-02-27,388.0,2013,2,27,2,1,9,0,0,0,550.0,339.0,277.0,318.0,425.57142857142856,390.85714285714283,411.96666666666664,124.93979502525303,92.84,92.63,93.2057142857143,0,0,0
2013-02-28,316.0,2013,2,28,3,1,9,0,0,1,388.0,457.0,280.0,393.0,432.57142857142856,398.7857142857143,414.3,120.5775782679029,92.03,92.84,92.90857142857143,0,0,0
2013-03-01,305.0,2013,3,1,4,1,9,0,1,0,316.0,186.0,304.0,487.0,412.42857142857144,401.35714285714283,411.73333333333335,127.40075502504773,90.71,92.03,92.8,0,0,0
2013-03-02,627.0,2013,3,2,5,1,9,1,0,0,305.0,497.0,576.0,282.0,429.42857142857144,401.42857142857144,405.6666666666667,96.2927085208718,90.71,90.71,92.4557142857143,0,0,1
2013-03-03,853.0,2013,3,3,6,1,9,1,0,0,627.0,509.0,395.0,401.0,448.0,405.07142857142856,417.1666666666667,120.89113560003707,90.71,90.71,92.11142857142856,0,0,0
2013-03-04,554.0,2013,3,4,0,1,10,0,0,0,853.0,441.0,417.0,775.0,497.14285714285717,437.7857142857143,432.23333333333335,196.25105398564395,90.13,90.71,91.76714285714286,0,0,0
2013-03-05,487.0,2013,3,5,1,1,10,0,0,0,554.0,550.0,244.0,855.0,513.2857142857143,447.57142857142856,424.8666666666667,195.5093469937044,90.88,90.13,91.39428571428572,0,0,0
2013-03-06,458.0,2013,3,6,2,1,10,0,0,0,487.0,388.0,339.0,411.0,504.2857142857143,464.92857142857144,412.6,194.98693484924755,90.47,90.88,91.14428571428572,0,0,0
2013-03-07,566.0,2013,3,7,3,1,10,0,0,0,458.0,316.0,457.0,272.0,514.2857142857143,473.42857142857144,414.1666666666667,189.75397605470982,91.53,90.47,90.80571428571429,0,0,0
2013-03-08,361.0,2013,3,8,4,1,10,0,0,0,566.0,305.0,186.0,461.0,550.0,481.2142857142857,423.96666666666664,168.55661758985713,92.01,91.53,90.73428571428572,0,0,0
2013-03-09,549.0,2013,3,9,5,1,10,1,0,0,361.0,627.0,497.0,397.0,558.0,493.7142857142857,420.6333333333333,155.83966119059681,92.01,92.01,90.91999999999999,0,0,0
2013-03-10,591.0,2013,3,10,6,1,10,1,0,0,549.0,853.0,509.0,226.0,546.8571428571429,497.42857142857144,425.7,152.84352409291947,92.01,92.01,91.10571428571428,0,0,0
2013-03-11,296.0,2013,3,11,0,1,11,0,0,0,591.0,554.0,441.0,377.0,509.42857142857144,503.2857142857143,437.8666666666667,80.19321904595382,92.07,92.01,91.29142857142857,0,0,0
2013-03-12,213.0,2013,3,12,1,1,11,0,0,0,296.0,487.0,550.0,356.0,472.57142857142856,492.92857142857144,435.1666666666667,110.0315971934984,92.44,92.07,91.56857142857143,0,0,0
2013-03-13,620.0,2013,3,13,2,1,11,0,0,0,213.0,458.0,388.0,407.0,433.42857142857144,468.85714285714283,430.4,146.67748877822243,92.47,92.44,91.79142857142857,0,0,0
2013-03-14,388.0,2013,3,14,3,1,11,0,0,0,620.0,566.0,316.0,469.0,456.57142857142856,485.42857142857144,437.5,163.06528052987122,93.03,92.47,92.07714285714285,0,0,0
2013-03-15,240.0,2013,3,15,4,1,11,0,0,0,388.0,361.0,305.0,277.0,431.14285714285717,490.57142857142856,434.8,156.9197550463592,93.49,93.03,92.29142857142857,0,0,0
2013-03-16,779.0,2013,3,16,5,1,11,1,0,0,240.0,549.0,627.0,280.0,413.85714285714283,485.92857142857144,433.56666666666666,171.8850668047577,93.49,93.49,92.50285714285714,0,0,0
2013-03-17,695.0,2013,3,17,6,1,11,1,0,0,779.0,591.0,853.0,304.0,446.7142857142857,496.7857142857143,450.2,217.85906322338602,93.49,93.49,92.71428571428571,0,0,0
2013-03-18,465.0,2013,3,18,0,1,12,0,0,0,695.0,296.0,554.0,576.0,461.57142857142856,485.5,463.23333333333335,232.39969674597026,93.71,93.49,92.92571428571429,0,0,0
2013-03-19,418.0,2013,3,19,1,1,12,0,0,0,465.0,213.0,487.0,395.0,485.7142857142857,479.14285714285717,459.53333333333336,220.8224885028048,92.44,93.71,93.15999999999998,0,0,0
2013-03-20,522.0,2013,3,20,2,1,12,0,0,0,418.0,620.0,458.0,417.0,515.0,474.2142857142857,460.3,190.08068462278493,93.21,92.44,93.16,0,0,0
2013-03-21,241.0,2013,3,21,3,1,12,0,0,0,522.0,388.0,566.0,244.0,501.0,478.7857142857143,463.8,184.5878291401321,92.46,93.21,93.26571428571428,0,0,0
2013-03-22,353.0,2013,3,22,4,1,12,0,0,0,241.0,240.0,361.0,339.0,480.0,455.57142857142856,463.7,206.63171747499604,93.41,92.46,93.1842857142857,0,0,0
2013-03-23,544.0,2013,3,23,5,1,12,1,0,0,353.0,779.0,549.0,457.0,496.14285714285717,455.0,464.1666666666667,188.36350369381395,93.41,93.41,93.17285714285715,0,0,0
2013-03-24,529.0,2013,3,24,6,1,12,1,0,0,544.0,695.0,591.0,186.0,462.57142857142856,454.64285714285717,467.06666666666666,145.64666965280142,93.41,93.41,93.16142857142857,0,0,0
2013-03-25,413.0,2013,3,25,0,1,13,0,0,0,529.0,465.0,296.0,497.0,438.85714285714283,450.2142857142857,478.5,110.8533995440647,94.55,93.41,93.14999999999999,0,0,0
2013-03-26,300.0,2013,3,26,1,1,13,0,0,0,413.0,418.0,213.0,509.0,431.42857142857144,458.57142857142856,475.7,110.55143168507088,95.99,94.55,93.26999999999998,0,0,0
2013-03-27,353.0,2013,3,27,2,1,13,0,0,0,300.0,522.0,620.0,441.0,414.57142857142856,464.7857142857143,468.73333333333335,121.40408716741048,96.53,95.99,93.77714285714285,0,0,0
2013-03-28,594.0,2013,3,28,3,1,13,0,0,0,353.0,241.0,388.0,550.0,390.42857142857144,445.7142857142857,465.8,112.99241441037314,97.24,96.53,94.25142857142858,0,0,0
2013-03-29,575.0,2013,3,29,4,1,13,0,0,0,594.0,353.0,240.0,388.0,440.85714285714283,460.42857142857144,467.26666666666665,113.95529616393168,97.17,97.24,94.9342857142857,0,0,0
2013-03-30,577.0,2013,3,30,5,1,13,1,0,0,575.0,544.0,779.0,316.0,472.57142857142856,484.35714285714283,473.5,116.29682876567306,97.17,97.17,95.47142857142856,0,0,0
2013-03-31,643.0,2013,3,31,6,1,13,1,0,1,577.0,529.0,695.0,305.0,477.2857142857143,469.92857142857144,482.2,120.27567540961056,97.17,97.17,96.00857142857141,0,0,0
2013-04-01,431.0,2013,4,1,0,2,14,0,1,0,643.0,413.0,465.0,627.0,493.57142857142856,466.2142857142857,493.46666666666664,135.23295597210137,97.1,97.17,96.54571428571428,0,1,0
2013-04-02,527.0,2013,4,2,1,2,14,0,0,0,431.0,300.0,418.0,853.0,496.14285714285717,463.7857142857143,486.93333333333334,133.60692169124118,97.23,97.1,96.91,0,0,0
2013-04-03,463.0,2013,4,3,2,2,14,0,0,0,527.0,353.0,522.0,554.0,528.5714285714286,471.57142857142856,476.06666666666666,101.83623641719593,95.02,97.23,97.08714285714287,0,0,0
2013-04-04,305.0,2013,4,4,3,2,14,0,0,0,463.0,594.0,241.0,487.0,544.2857142857143,467.35714285714283,473.03333333333336,75.24341451962046,93.26,95.02,96.87142857142855,0,0,0
2013-04-05,415.0,2013,4,5,4,2,14,0,0,0,305.0,575.0,353.0,458.0,503.0,471.92857142857144,466.96666666666664,113.15476127852483,92.76,93.26,96.30285714285715,0,0,0
2013-04-06,972.0,2013,4,6,5,2,14,1,0,0,415.0,577.0,544.0,566.0,480.14285714285717,476.35714285714283,465.53333333333336,112.34385989960809,92.76,92.76,95.67285714285715,0,0,0
2013-04-07,936.0,2013,4,7,6,2,14,1,0,0,972.0,643.0,529.0,361.0,536.5714285714286,506.92857142857144,479.06666666666666,218.31922891556232,92.76,92.76,95.04285714285716,0,0,0
2013-04-08,369.0,2013,4,8,0,2,15,0,0,0,936.0,431.0,413.0,549.0,578.4285714285714,536.0,498.23333333333335,265.1828659264252,93.36,92.76,94.41285714285716,0,0,0
2013-04-09,458.0,2013,4,9,1,2,15,0,0,0,369.0,527.0,300.0,591.0,569.5714285714286,532.8571428571429,492.23333333333335,271.8785618266957,94.18,93.36,93.87857142857145,0,0,0
2013-04-10,386.0,2013,4,10,2,2,15,0,0,0,458.0,463.0,353.0,296.0,559.7142857142857,544.1428571428571,487.8,274.91314645763686,94.59,94.18,93.44285714285715,0,0,0
2013-04-11,235.0,2013,4,11,3,2,15,0,0,0,386.0,305.0,594.0,213.0,548.7142857142857,546.5,490.8,280.90313531281816,93.44,94.59,93.38142857142859,0,0,0
2013-04-12,358.0,2013,4,12,4,2,15,0,0,0,235.0,415.0,575.0,620.0,538.7142857142857,520.8571428571429,491.53333333333336,292.0500609403088,91.23,93.44,93.40714285714286,0,0,1
2013-04-13,789.0,2013,4,13,5,2,15,1,0,0,358.0,972.0,577.0,388.0,530.5714285714286,505.35714285714283,482.8,296.82983741691527,91.23,91.23,93.18857142857142,0,0,0
2013-04-14,506.0,2013,4,14,6,2,15,1,0,0,789.0,936.0,643.0,240.0,504.42857142857144,520.5,496.1666666666667,256.83643117936424,91.23,91.23,92.97,0,0,1
2013-04-15,413.0,2013,4,15,0,2,16,0,0,0,506.0,369.0,431.0,779.0,443.0,510.7142857142857,505.03333333333336,174.7016504405911,88.75,91.23,92.75142857142858,0,0,0
2013-04-16,372.0,2013,4,16,1,2,16,0,0,0,413.0,458.0,527.0,695.0,449.2857142857143,509.42857142857144,492.8333333333333,172.37141515316452,88.73,88.75,92.09285714285714,0,0,0
2013-04-17,400.0,2013,4,17,2,2,16,0,0,0,372.0,386.0,463.0,465.0,437.0,498.35714285714283,482.06666666666666,174.69592630243693,86.65,88.73,91.31428571428572,0,0,0
2013-04-18,283.0,2013,4,18,3,2,16,0,0,0,400.0,235.0,305.0,418.0,439.0,493.85714285714283,479.9,174.09384442497236,87.83,86.65,90.17999999999999,0,0,0
2013-04-19,376.0,2013,4,19,4,2,16,0,0,0,283.0,358.0,415.0,522.0,445.85714285714283,492.2857142857143,475.4,165.45032343216906,88.04,87.83,89.37857142857145,0,0,0
2013-04-20,647.0,2013,4,20,5,2,16,1,0,0,376.0,789.0,972.0,241.0,448.42857142857144,489.5,470.53333333333336,163.99070821528946,88.04,88.04,88.92285714285715,0,0,0
2013-04-21,683.0,2013,4,21,6,2,16,1,0,0,647.0,506.0,936.0,353.0,428.14285714285717,466.2857142857143,484.06666666666666,116.8466638682622,88.04,88.04,88.46714285714286,0,0,1
2013-04-22,408.0,2013,4,22,0,2,17,0,0,0,683.0,413.0,369.0,544.0,453.42857142857144,448.2142857142857,495.06666666666666,150.7391313305392,88.81,88.04,88.01142857142858,0,0,0
2013-04-23,400.0,2013,4,23,1,2,17,0,0,0,408.0,372.0,458.0,529.0,452.7142857142857,451.0,490.53333333333336,150.97429614089256,89.21,88.81,88.02,0,0,0
2013-04-24,493.0,2013,4,24,2,2,17,0,0,0,400.0,400.0,386.0,413.0,456.7142857142857,446.85714285714283,486.23333333333335,148.8351596965737,91.07,89.21,88.08857142857143,0,0,0
2013-04-25,219.0,2013,4,25,3,2,17,0,0,0,493.0,283.0,235.0,300.0,470.0,454.5,488.9,147.0691447358459,93.27,91.07,88.72,0,0,0
2013-04-26,491.0,2013,4,26,4,2,17,0,0,0,219.0,376.0,358.0,353.0,460.85714285714283,453.35714285714283,486.2,161.87590779300473,92.63,93.27,89.49714285714286,0,0,0
2013-04-27,755.0,2013,4,27,5,2,17,1,0,0,491.0,647.0,789.0,594.0,477.2857142857143,462.85714285714283,490.8,157.6078617811877,92.63,92.63,90.15285714285714,0,0,0
2013-04-28,719.0,2013,4,28,6,2,17,1,0,0,755.0,683.0,506.0,575.0,492.7142857142857,460.42857142857144,496.1666666666667,180.59966250034353,92.63,92.63,90.80857142857143,0,0,0
2013-04-29,411.0,2013,4,29,0,2,18,0,0,0,719.0,408.0,413.0,577.0,497.85714285714283,475.64285714285717,500.96666666666664,187.3093951829684,94.09,92.63,91.46428571428571,1,0,0
2013-04-30,369.0,2013,4,30,1,2,18,0,0,1,411.0,400.0,372.0,643.0,498.2857142857143,475.5,495.43333333333334,187.0728149551345,93.22,94.09,92.21857142857142,0,0,0
2013-05-01,705.0,2013,5,1,2,2,18,0,1,0,369.0,493.0,400.0,431.0,493.85714285714283,475.2857142857143,486.3,190.12927932631197,90.74,93.22,92.79142857142857,1,0,0
2013-05-02,327.0,2013,5,2,3,2,18,0,0,0,705.0,219.0,283.0,527.0,524.1428571428571,497.07142857142856,495.43333333333334,206.17745477414064,93.7,90.74,92.74428571428572,0,0,0
2013-05-03,350.0,2013,5,3,4,2,18,0,0,0,327.0,491.0,376.0,463.0,539.5714285714286,500.2142857142857,488.76666666666665,182.18201259807643,95.25,93.7,92.80571428571429,0,0,0
2013-05-04,774.0,2013,5,4,5,2,18,1,0,0,350.0,755.0,647.0,305.0,519.4285714285714,498.35714285714283,485.0,195.73779837907048,95.25,95.25,93.17999999999999,0,0,0
2013-05-05,715.0,2013,5,5,6,2,18,1,0,0,774.0,719.0,683.0,415.0,522.1428571428571,507.42857142857144,500.6333333333333,199.64170286743567,95.25,95.25,93.55428571428571,0,0,0
2013-05-06,416.0,2013,5,6,0,2,19,0,0,0,715.0,411.0,408.0,972.0,521.5714285714286,509.7142857142857,510.6333333333333,198.98899227751014,95.8,95.25,93.92857142857143,0,0,0
2013-05-07,351.0,2013,5,7,1,2,19,0,0,0,416.0,369.0,400.0,936.0,522.2857142857143,510.2857142857143,492.1,198.53439188690888,95.28,95.8,94.17285714285715,0,0,0
2013-05-08,418.0,2013,5,8,2,2,19,0,0,0,351.0,705.0,493.0,369.0,519.7142857142857,506.7857142857143,472.6,200.9524937936942,96.24,95.28,94.46714285714286,0,0,0
2013-05-09,323.0,2013,5,9,3,2,19,0,0,0,418.0,327.0,219.0,458.0,478.7142857142857,501.42857142857144,474.23333333333335,185.5350050401217,96.09,96.24,95.25285714285714,0,0,0
2013-05-10,318.0,2013,5,10,4,2,19,0,0,0,323.0,350.0,491.0,386.0,478.14285714285717,508.85714285714283,469.73333333333335,186.0854898260727,95.81,96.09,95.5942857142857,0,0,0
2013-05-11,666.0,2013,5,11,5,2,19,1,0,0,318.0,774.0,755.0,235.0,473.57142857142856,496.5,467.46666666666664,190.10773887707006,95.81,95.81,95.6742857142857,1,0,0
2013-05-12,548.0,2013,5,12,6,2,19,1,0,0,666.0,715.0,719.0,358.0,458.14285714285717,490.14285714285717,481.8333333333333,164.29184253580385,95.81,95.81,95.75428571428571,1,0,1
2013-05-13,331.0,2013,5,13,0,2,20,0,0,0,548.0,416.0,411.0,789.0,434.2857142857143,477.92857142857144,488.1666666666667,129.141671928821,94.76,95.81,95.8342857142857,0,0,0
2013-05-14,409.0,2013,5,14,1,2,20,0,0,0,331.0,351.0,369.0,506.0,422.14285714285717,472.2142857142857,472.9,135.01040524274163,93.96,94.76,95.68571428571428,0,0,0
2013-05-15,471.0,2013,5,15,2,2,20,0,0,0,409.0,418.0,705.0,413.0,430.42857142857144,475.07142857142856,469.6666666666667,131.65467094240213,93.95,93.96,95.49714285714286,0,0,0
2013-05-16,252.0,2013,5,16,3,2,20,0,0,0,471.0,323.0,327.0,372.0,438.0,458.35714285714283,471.6,132.34298873255992,94.85,93.95,95.17,0,0,0
